product_name,categories_en,energy-kcal_100g,carbohydrates_100g,proteins_100g,fat_100g,fiber_100g
"Perfect cream","","533","28.6","25","40.2",""
"Perfect cream","","560","27","26","10",""
"Perfet cream spalmabile fondente","","518","29.4","27.3","37.4",""
"Dimabar","","483","42","30","25",""
"Collagene rigenera","","364","1","91","0",""
"Protein bar arachidi","","452","22","42","21",""
"Crema novi","","550","42.7","10.4","36","6.9"
"75 protein bar","","351","33.6","40","12",""
"75 protein bar","","351","34.48","40","11.7","0.6"
"Barretta","","263","26","30","8.7","0.3"
"45 protein bar low Sugar","","360","33.8","40","13.3","1.7"
"45 protein bar","","366","33.8","40","14.2",""
"45 protein bar","","357","34.5","40","13.1","1.2"
"45 protein bar","","358","34.4","40","13",""
"Biscozero","","396","27.2","19.3","24.5",""
"Biscozero","","422","29.799999237061","0.34000000357628","33","4.6"
"Pane proteico","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads","264","7.5","22","13.1","14.2"
"Perfect vaniglia","","387","2.6","92","1","0"
"Concentrato di protein","","404","7.2","78","6.5","2.5"
"Proteine","","395","98","0.6","4.2","80"
"Essential 100% whey","","393","8.4","80","4.2",""
"Baccala in olio extravergine d’oliva","","186","0.5","28","8",""
"Perfetto cream","","507","33","26.2","36",""
"Panini cereal","","264","34","2","9.2",""
"Perfetto cream","","536","31.2","27","39.2",""
"Perfect cream coccociock","","537","30.4","26.4","39.7",""
"Perfect cream","","507","33","26.2","36",""
"Perfect Cream Crunchy Peanut","","482","32","28","32.3",""
"Omlette erbe","","357","5.2","73.6","4.6",""
"Vellutata zucca","","338","2.3","70.8","6.7",""
"Vellutata di asparagi","","312","5.7","67.8","1.4","5.7"
"Barretta Zero","","239","4","8","7.6",""
"Dlab barretta","","321","7.4","21","16",""
"barretta al sapore di cocco","","338","7.5","20","19",""
"ZERO Dieta Lab","","339","10","20","19",""
"Barretta al sapore di stracciatella","","308","9.7","17","17",""
"Barretta perfectbar","Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Energy bars,Protein bars,Protein Energy Bars","415","21.4","48","18",""
"Perfectbar","Dietary supplements,Bodybuilding supplements,Protein bars","415","21.4","48","18","4"
"Muesli preparato solubile banana  cioccolato","","351","9.5","74.9","2.9","2.7"
"Vellutata pomodoro","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods","317","15.9","58.5","1.7","3.7"
"Vellutata di verdure","","387","14.6","72.1","4.1",""
"Pane","","242","51","2","2.5","5"
"Avena farina istantanea","","370","24","24","18",""
"farina istantanea","","376","65.9","12","6.2","2"
"Farina avena","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products","374","66","12","6","4"
"Avena fiocchi baby integrali","","370","55","14","8","11"
"Low carb bar","","347","8.8","35","13","29.3"
"Low carb bar 3.0","","350","8.3","2.8","13.7","4"
"Low carb bar 3.0","","346","8.8000001907349","10.5","13",""
"low carb bar 3.0","","345","4","35.6","13","29"
"Magnesio Potassio Sport","","335","84","0","0",""
"Sostitutivo Pasto shake","","377","53","31","4.5999999046326",""
"Sostitutivo pasto per il controllo del peso","","384","45","4.5","8.3","9.6"
"Pancake","","410","36","36.3","12",""
"Pancake","","411","42","36","10",""
"Pancake proteico","","417","40","35","12",""
"Focaccia","","154","18","13","1.5",""
"NEOLATTE 2","","77","17.5","0.6","0.5",""
"Baketi proteici","","400","4.5999999046326","40","18.799999237061",""
"Low carb baketti proteici","","400","4.6","40","18.8","26"
"Biscotti proteici","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,it:biscotti-proteici","430","12.8","40","22.7","15.8"
"Biscotti proteici","","430","12.8","40","22.7","15.8"
"Fette biscottate proteiche","","390","6.8","40","16.2","28.3"
"Frisbee proteici","","150","6.5","12.2","8.1",""
"Frisbee proteici vaniglia","","417","18","34","22.6","16.2"
"Frollini proteici","","438","14","40","24","14"
"Low carb plumcake proteico","","413","15","50","19",""
"Frollini proteici","Snacks,Sweet snacks,Biscuits and cakes,Biscuits","418","4.5","40","20","30"
"Saporiti proteici","","418","4.5","40","20",""
"Erbe officinali","","1","0.2","0.1","0",""
"Mix dessert","","360.5","12.8","70.2","2.1","4.2"
"Mix vellutate omelette","","359","9.1","65.3","6.1","3.3"
"Crema spalmabile cacao","","439","40","17","29",""
"Crema spalmabile arachidi","Plant-based foods and beverages,Plant-based foods,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Nut butters","466","36","25","29",""
"Crema spalmabile nocciola","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads","471","33","20","33","5.9"
"Crema spalmabile al pistacchio","","486","38","21","31",""
"Tortellini all'uovo di carne senza glutine e lattosio","","357.3","85","2.5","0.8","6"
"Crunch cioccolato","","378","26","31","17","16"
"Barrette vegetali","","344","30","25","10",""
"Biscotti Arancio","","473","39","15","22","1.4"
"biscotti al cioccolato","","473","41","25","22",""
"Biscotti  frutti rossi","","485","38","30","23",""
"Biscotti a limone","","360","15","35","16","18"
"Dessert cioccolato","","361","9.9","70","3.2",""
"Dessert fragola","","0.8","69","0.8","18",""
"Minicrock Ciocco Nero","","428","30","31","23",""
"Gigli pasta di legumi","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","307","43","23","2.9","7.9"
"Rustici pasta legumi","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Specific products,Pastas,Products for specific diets,Products without gluten,Gluten-free pasta","307","43","23","2.9","7.9"
"Tavolette di cioccolato snck","","454","15","24","27",""
"Wafer cioccolato","","489","26","34","26","11"
"Wafer vaniglia","","505","25","33","28",""
"Crostata","Sweet pies,Pies,Crostata","518","68","3.8","25",""
"Biscotti mela e cannella","","468","39","29","21",""
"Isolate protein","","381","2.4","86","2.6","2"
"Sporxamusss pugliesi","","486","45.2","2","32.6",""
"Cracker rosmarino","","85","33","30","14","13"
"vitamina c","","0","1","1","1","1"
"Tortillas al bacon","","389","16","45","12",""
"Cracker Multicereali","","478","23","9.7","27","0.9"
"Panini all'olio senza glutine","","257","51.2","0.3","4.9","3.8"
"Quevir","","0","0","0","0",""
"Fagottino di sfoglia con crema di nocciole e cacao LuisAnna","Snacks,Sweet snacks","531","53","2.9","34",""
"Multi formula","","10","0","15","0","0"
"Vitamina c","","0","0","0","0","0"
"Pandolce dei gonzaga","","305","42.1","3.1","16.5","1.2"
"Bevanda al gusto di vaniglia","","386","14","72","1.7","1.1"
"Bevanda al gusto di cacao","Beverages,Dried products,Dried products to be rehydrated,Dietary supplements,Instant beverages,Bodybuilding supplements,Dehydrated beverages,Protein powders","352","9.7","64","4.8","7.5"
"Strawberries and Cream Protein Powder","","91","3.70000004768372","18","0.400000005960464","0.300000011920929"
"Bevanda gusto cappuccino","","400","13","71","2.5","2.5"
"Delicata alla frutta","","93","19.6","0.5","0.2",""
"Delicata alla frutta ciliegia","","106","20.1","0.7","0.2",""
"Delicata alla frutta pesca","","86","19","0.4","1","16"
"Farina d'avena istantanea (gusto pizza)","","375","59.5","11.45","6.56","8.5"
"KBar","","440","52","34","9.1","13"
"Kcrisp nocciola","","363","20","34","15",""
"Kbread","","154","4","9.5","7.5","16.5"
"K toast","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads","389","8","44","15",""
"Kpiadella","","332","6","18","20","28"
"Kcroissant","","357.60000610352","8","26","22",""
"Fusilli","","348","14.2","68","3","8"
"CHCOLATE","","469","22","35","34",""
"Cracker","","396","10","20","20","28"
"Biscozero","","413","26","20","26",""
"Biscozero","","416","28","21","24","21"
"Panini rustici","","216","39.8","1.5","5.96",""
"4 Ore Senza Fame Bio","Snacks","443.9","41.2","15","22.6","10.5"
"Perfect cream","","531","31.299999237061","27","38.700000762939",""
"Spalmabile yogurt frutti di bosco","","504","33","28","35",""
"Budino proteico","","73","0.4","12","2.1",""
"Budino Proteico Low Carb","","80","2.3","12","1.6",""
"Burro di arachidi smooth al cocco","","589","20","20","52",""
"Burro di arachidi smooth al cacao","","553","19","20","46",""
"burro di arachidi iperproteico","Fats,Spreads,Spreadable fats","529","15","50","32","3.3"
"Burro di arachidi iperproteico","","529","16","50","32","3.3"
"Low carb brioche proteica","","391","23","32","21",""
"Aranciata","","48","11.800000190735","0","0",""
"Brioche pandolce","","367","87","0.9","1.5","5.8"
"Crema Spalmabile Raffaello","","547","28","26","41",""
"Crema spalmabile fondente crunchy","","530","26","26","39",""
"Crema spalmabile nocciola crunchy","","507","29","24","37",""
"Crema spalmabile pistacchio crunchy","","563","31","3","43",""
"Barretta Sistitutivo Pasto","","361","35","28","11","7.6"
"Barretta sostitutivo pasto, cioccolato","Snacks,Meals,Sweet snacks,Bars,Dietary supplements,Meal replacements,Bodybuilding supplements,Energy bars,Protein bars,Protein Energy Bars","362","32","28","12","9"
"savoiardi bio","","380","68","11","7.1",""
"Eaa amino integratore alimentare 300g","","309","77","6","0","5"
"Low Sugar piadina proteica","","288","33","21","7",""
"Melissa","","170","58","0","0","14"
"Saltimbocca","","247","48","2.6","5.3",""
"Pralina Zero","","543","17","20","42","16"
"Low Sugar Crock Zero","","454","40","21","20","9.4"
"Low sugar crock zero","","441","40","21","21",""
"EnergyFuel","","395","69","5","11",""
"Barretta Energy Fuel con pasta di mandorle","","404","69","5.1","12",""
"EnergyFuel pasta di mandorle e crema pistacchio","","410","66.666666666667","5.3333333333333","10",""
"Vitamina rda vita plus","","16","33","6","15","1"
"Matcha sugar free cereal coconut","","400","80","12","2","2"
"Muffin zero","","373","37","15","23",""
"Perfectbar","","470","22","50","21","4"
"Wafer  zero cacao e nocciola","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Dietary supplements,Wafers,Bodybuilding supplements,Stuffed wafers,Protein bars","507","16","32","33","9.8"
"Wafer Zero ripieno & ricoperto","","479","17","30","31",""
"Wafer zero pistacchio-cioccolato bianco","","496","36","30","32",""
"Wafer  Zero ripieno & ricoperto","","168","6","10.5","10.9",""
"Muffin","","357","9","22","23","16"
"Craker","","410","11","34","20",""
"ARTEF plus","","3","1","0","1","0"
"Panettone","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Brioches,Panettone","368","52","6.6","14","2"
"Lax+  fibre","","0","","","","3.70000004768372"
"K Piadella","","332","6","18","20","28"
"K Crisp","","339","16","42","9.5","19"
"Reivis creatina","Dietary supplements,Bodybuilding supplements","0","0","0","0","0"
"Wafer nocciola","","359","34.7","36","14.1","1.4"
"Pasta sfoglia gluten free","","418","34.6","0.8","29.9","3.8"
"Barreta energy bar","","487","37","12","31","5.8"
"High Protein Bar 33","","381","27","33","15","9"
"Iper protein bar 41%","","395","27","41","15","1.7"
"Pane proteico","","275","6.3","22","16",""
"Neolatte 3","","135","8.6","1.7","2.9",""
"55 protein bar","","447","32","44","9.48","2"
"Protein bar","","427","28","50","14","2.4"
"55PROTEINBAR","","438","32","44","8.8",""
"protein bar crisp","","456","18","0.1","19","44"
"Protein bar 55","","252","30","44","10","2.5"
"Proteine bar","","452.72727272727","30.909090909091","0.16363636363636","18","43.636363636364"
"Protein Bar Crisp","","446","19","44","18","3.2"
"55 protein","","449.090909090909","29.0909090909091","43.6363636363636","18","2.36363636363636"
"protein break crisp","","434","32","43","16","2.9"
"Protein Break","Dietary supplements,Bodybuilding supplements","453","29","43","19","3.8"
"Protein break","Dietary supplements,Bodybuilding supplements","447","30","8.7","18",""
"Proteine break","Dietary supplements,Bodybuilding supplements","454","9","13","5.7","0.7"
"Low sugar ice cream zero","","306","56","5","2","42"
"Biscuit mandorla","","401","14","30","22",""
"Ice cream zero","","316","56","30","3","4.6"
"ICE cream zero","","314","58","30","3",""
"Latte in polvere","","277","8","1.4","3.2",""
"Low sugar ripieni proteici","","487","19","31","31","10"
"Ripieni proteici pistacchio","","82","3.3","5.3","5.3","1.7"
"AMINOVIS","","27.95","6.95","0","0","0"
"Jamón serrano","Meats and their products,Prepared meats,Hams,Cured hams,Dried hams,Spanish meat products,Serrano ham","197","0.6","26.1","10",""
"Kpro","","323","0.8","77","1.3","0.1"
"SPUNTINI ZERO riso e ceci","","372","74","12","2.2","4.1"
"Riso basmati suzi wan","","361","58","21","2.6","11"
"Spuntini zero mais e legumi","","360","69","15","1.4","5.6"
"Spuntini zero mais e quinoa","","390","72","9","1.5","4"
"Biscotti sandwich","","478","14","0.26","29","36"
"Bisco Sandwich","","505","11","32","34","16"
"Bisco sandwich","","92","20","20","45","4"
"BISCO SANDWICH TM","","479","11","29","32","20"
"albiccocche marmellata","","141","32","0","0.4",""
"Marmellata di mirtilli","","146","33","0.4","0.4","0"
"Frutti di bosco","","146","33","0.7","0.3",""
"Proteine","","406","4.6","76","9","1"
"Treccine alla pizzaiola","Snacks","331","35","26","9.2","2.2"
"Ricoperto zero biscotto al cacao","","396","27","19","24","21"
"Ricoperto zero","","422","30","19","27","19"
"Biscotto ricoperto low sugars","","423","26","20","26","19"
"Low Sugar cookie wafer","","515","21","33","38","3"
"barretta zero dietalab","","333","11.5","21.1","15.1","38.7"
"Dlab barretta cocco","","384","10.4","18.1","23.8","33.8"
"Zero dieta lab","","352","10.6","22.1","17.5","37.9"
"Barretta ricoperta di cioccolato","","371","13.7","20.1","19.3","37"
"Zero","","332","13.7","21.5","15.3","35.4"
"Muffin cacao e nocciola","","374","35.3","15.5","22.6","7.4"
"Muffin all’Arancio","","361","41.3","13.9","21","6.5"
"Crema spalmabile proteica","","526","29","25","40","0"
"Perfect cream pistacchio","","564.8","29","25","44",""
"Perfect cream","","565","27","26","44",""
"Perfect Cream Fondente","","509","29","27","37",""
"Perfect Cream Biancociock","","532","31","27","39",""
"Perfect cream","","506","33","0","36",""
"Perfect cream cookies e cream","","523","31","27","38",""
"Perfect cream","","512","33","28","35",""
"Biscotti integrali","","504","69","5.2","23",""
"super cookie","","440","50","22","22","3.3"
"Plumcake fragola","","312","50","12","13.5","6.5"
"Pralina al pistacchio","","545","17","30","40",""
"Proteocomplex","","319.75","3.25","75","0.75",""
"Grain free granola  berry crunch","","492.857142857143","14.2857142857143","11.4285715988704","43.2142870766776","7.14285714285714"
"Legum Pops","","272.4","66.4","11.4","2.2","7.2"
"BIO AVENA FIOCCHI CROCCANTI","","393","63","15","6.4","10"
"Wafer zero cacao cioccolato bianco","","511","18","34","33","7"
"Wafer Zero Ripieno e Ricoperto","","179","17","34","34","7.4"
"Ksnak salato","","414","8","36","22","20"
"Kovochoc","","473","22","33","35","3.59"
"pizza proteica","","184","15","20","2","13"
"Knut","","498","32","22","7.2","5"
"Multicereali","","463","26","31","24","9.3"
"Grissini Artigianali","","453","84.4","1.6","11.8","1.9"
"Wht nature","","373","43.7","31","6.3","8.9"
"Pancake proteici low sugars","","375","45.3","30.1","6.2","8.6"
"Pancake proteico","","375","45.3","30.1","6.2","8.6"
"Proteine isolate","Dietary supplements,Bodybuilding supplements,Protein powders","375","2.5","88","1.4","0"
"Whey perfect","Dietary supplements","375","2.5","0","1.4","88"
"Croiaannt alla crema","","362","46.8","2.7","16.7","6.6"
"Psiproto","Dietary supplements","27.8","0.1","6.85","0.03",""
"Kplumcake","","367","26","24","24","8"
"Hydrolized 100%WHEY vaniglia","","354","1.2","84","1.5","0"
"Delizia Meal Bar","","396","40","30","12","6.8"
"Delizia meal bar","","410","35","30","13","3.2"
"Delizia meal bar","","397","40","30","12","7.1"
"Kconchiglioni","","304","14","30","4","46"
"Whey tasty","","70","2.1","12","1.1",""
"Kgrissini","","444","3.19","40.19","24","27.19"
"Keto bar 3.0","","362","8","30","17","31"
"Low carb keto bar 3.0","","359","7.3","30","16.7","31.8"
"Xxl energy fuel con pasta di mandorle al pistacchio","","416","68","5.2","13","3"
"Egg 100% protein","","360","1.6","82","2.3","2.6"
"Dessert Frutti di Bosco","","314.285714285714","3.42857142857143","67.8571428571429","1.25","7.25"
"Desert pesca amaretto","","95","0.540000021457672","21","0.319999992847443","2.84999990463257"
"Tofu Nature Bio","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat alternatives,Meat analogues,Tofu,Plain tofu","162","1.2","16","10.1","1.3"
"Tofu Fumé Bio","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat alternatives,Meat analogues,Tofu,Smoked tofu","153","2.2","15","9.1","1.1"
"Kingsmill 50/50 Medium Bread 800G","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads","231.9","42.5","9.2","1.7","4.9"
"Collagene rigenera sport","","357","1","89","",""
"Parigine","","526","58.2","1.7","31.3","0"
"Perfect 100% Whey","Dietary supplements","375","2.5","88","1.4","0"
"Millet House Malt","Beverages and beverages preparations,Beverage preparations","413","67.86","13","6.36","8.14"
"Wafer cioccolato","","486.111111111111","13.8888888888889","41.6666666666667","25.5555550257365","7.50000013245477"
"Almond & Coconut Creamer","Plant-based foods and beverages,Dairy substitutes,Milk substitutes,Creamer","66.666666666667","0","0","6.6666666666667","0"
"Madeleines","","439","56","4.7","21",""
"Boneless and Skinless Chicken Breast","","114.640469849556","0","22.0462442018378","2.64554930422053","0"
"Pâte feuilletée au beurre","","180","39.8","2.4","1.1",""
"Beef stroganoff","","241.152263374486","3.7037037037037","15.2263374485597","18.1069958847737","0.411522633744856"
"Wild Raw Honey","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Raw-honey","329","81.5","0.5","0.5","0.5"
"Triple protein vanille sans édulcorant","","303.333333333333","3.33333333333333","66.6666666666667","2.6666667064031","0.666666676600774"
"Barrinhas pescada panada","","224","20.7999992370605","12.5","9.69999980926514","1.60000002384186"
"Protein pudding","","80","7","12","0.5","1"
"Contry Crisp","","469","58.3","10.2","20.3","6.1"
"Glace vanille","","234","24","4","13.3",""
"Flamiche maroilles chorizo poivrons","Meals,Pizzas pies and quiches,Salted pies,Pies,fr:Flamiches","255","21.2","11.8","14.5",""
"Collagen peptide type 1","","360","","90","",""
"Cioccolata fondente con pezzi di pistacchio","","499","47.8","7.4","30.5",""
"Maisciocchi","","428","40.8","4.8","28.4","0"
"Parpagnacchi al monococco","","425","56","9.9","17",""
"Tablette chocolat au lait aux amandes","","553","49","8","36",""
"Nougat monbana","","410","79","4.4","8",""
"cioppini","","286","51.84","11.02","5.43",""
"Zeste d’orange confite","","314","76","0","0","5"
"Framboos siroop","","10","0.6","0.2","0",""
"Pepsi diete","","0","0","0.028169014084507","0","0"
"jamon","Meats and their products,Meats,Prepared meats,Hams,Cured hams,Dried hams,Spanish meat products,Serrano ham,Raw-cured-ham","290","0.1","31","20",""
"Pasta snack","","105","17","3.2","2.6",""
"Haselnusscreme","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner","552","57","3.8","34",""
"Pâte à tartiner","","552","55","5","5","5"
"Popcorn Delicio saveur chocolat","Snacks,Popcorn","504","51","7.9","28",""
"Fuet ecológico","Meats and their products,Meat preparations,Meats,Prepared meats,Sausages","320","2.3","31","20.7",""
"GYOZA poulet et legumes","","153","15","6.2","7.3",""
"Croissant au beurre","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Croissants,Butter croissants","384","39","7.1","20",""
"Pitapan","","459","65","8.9","20","8.9"
"Lomo embuchado","","249","0.5","40.7","9.6",""
"Mes P'tit recettes","","228","1.5","2.1","23","0"
"Sirop d'agave","Sweeteners,Syrups,Simple syrups,Agave syrups","320","80","0","0","0"
"miche blanche","","240","46","8","1",""
"Lomo","","198.5","1.2","38.8","6.8","0"
"Nutty frutty","","378","61.4","14.6","6.3",""
"Capsules menthe poivrée et fenouil","","1.2","0.5","0.25","0.5","0"
"Wellness","","489.4","63.7","0.5","33",""
"Jus de pommes","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Non-alcoholic beverages,Unsweetened beverages,Apple juices","48.9","11.4","0.17","0.14","0.23"
"Nut butter erdnuss","","514","51.7","11.6","27.6",""
"Mémé","","7","1.8","0","0",""
"Moutarde nature","","137","15","4.5","5","2.6"
"Cereales","","396","77","8.8","5",""
"Chocolate Extraordinario","","566","42","9","38",""
"Velouté de tomates","","36","6.5","0.9","0.6",""
"Uno anch’io","","486","63","7.5","22","3"
"Chocolat Noir","Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","537","38","7.3","37",""
"Butter Toffees","","467","67","2.8","21",""
"Croissant","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Croissants,Butter croissants","30","45","8.8","24","2.4"
"Hefe lievito","","392","39","46.5","5.6",""
"Kiraz biber tursusu","Condiments,Groceries","33.6","8","2","0","1.6"
"Pago cerise raisin","","48","11","0","0",""
"Jus d'abricot biologique","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit nectars,Apricot nectars","48","11.2","0.38","0","0.76"
"Naan Broden","","265","47.3","0.8","4.5",""
"Cool blue","","24","58","0","19",""
"Riz au lait à la vanille","","110","17.9","3.4","2.7",""
"Caviar de poivrons","","172","13.36","2.306","11.68",""
"Vantastic cookies marmor kakao","","487","66","6.8","21",""
"Cookies avoine chia bio","","475","65","8.1","19",""
"Pate a tartiner","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner","478","45.8","5.73","35.43",""
"Sauce façon ratatouille","","64","6.1","1.2","3.5","1.7"
"Toast","","441","68","10","1.2",""
"Pâte à tartiner chocolat et noisette","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads","494","49","6.4","37","2.8"
"Resain sec","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Raisins","311","72","1.9","0.6","5.2"
"Couronne Danoise a la pomme","","316","30","4.2","19.7","0"
"sans sucres ajoutés noisettes et morceaux de chocolat","","494","49","6.4","37","2.8"
"Pate a tartiner","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads","494","49","6.4","37","2.8"
"Diablo","","491","54","4.7","36",""
"Tortellini Ricotta Epinard","Plant-based foods and beverages,Plant-based foods,Meals,Pasta dishes,Pastas,Stuffed pastas,Fresh pasta,Tortellini,Fresh pasta stuffed with cheese and vegetables,Tortellini-ricotta-spinach","284","39","10","8.9","2.7"
"Caponata d'aubergines er légumes","","116","11.66","1.66","6.66","5"
"Sugo al grana padana","","104","5.8","3","7","3"
"Mini croissant chocolat et noisette","","380.2","42","6.3","20.3","2.3"
"Confiture","","231","56","0.5","0.5","13"
"Cereal krackers","","477","73","7","15","11"
"Biscuits orange chocolat avoine","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Oatmeal-cookies","510","62","5.2","26","3.5"
"Grenade Energie drink Saveur pastèque","","4","0","0.6","0",""
"Skake Repower protein","","56","4.2","6.1","1.4","1.36"
"byond rice cales","","370","70","8.8","5","49"
"Eau de coco","","13","3.5","24","0","0"
"Pâte à tartiner chocolat noisette","Breakfasts,Spreads,Meals,Sweet spreads,Crêpes and galettes,Crêpes,Filled crêpes,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads","542","54","6.7","32","3.7"
"Pommes pressées","","46","11","0.5","0",""
"Smoothie fraise-banane","Plant-based foods and beverages,Beverages,Plant-based beverages,Smoothies","59","13","0","0",""
"Hedi","","280","60","3.2","24",""
"Gingerbread","","528","57","6","29",""
"Pindakaas","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters","603","15.1","23.4","48.1","8.1"
"Tuc intégral","Snacks,Salty snacks,Appetizers,Crackers","409","63","10","12","6.2"
"Beurre de cacahuètes","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters","614","12","24","51","8.2"
"Lima rice drink","","71","11","0.7","2.4","0.5"
"Chewing-gum","","151","62.8","0","0","62.8"
"Infusion fruits rouges 200g","Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Fruit teas,Red fruit teas","2","0","0","0","25"
"Manzana","","44","10","0.5","0.5",""
"Rice pot","","98","18","2.4","1.9",""
"COCKTAIL DIP","","526","12","1.6","53","0.5"
"Pago","","43","8.8","0.7","0",""
"gauffretes","","474","68","5.1","19","9.9"
"Sardine à l’huile d’olive vierge extra","","227","0","23","15",""
"Waffer","","120","18","1","5","0"
"Vegetable soup","","276.190476190476","61.9047619047619","9.52380952380952","","9.52380952380952"
"Chicken taste","","784","11","0.5","3.5",""
"Pistache ranch","","666.66666666667","33.333333333333","20","50","10"
"Ketchup","Condiments,Sauces,Tomato sauces,Ketchup","87","18","1.4","0",""
"Sauce dip à la française","Condiments,Sauces,Dips","325","13","1.1","30",""
"Milka chocolate","","558","52","7.2","35","35"
"Mochi pistache","Snacks,Desserts,Sweet snacks,Frozen foods,Biscuits and cakes,Frozen desserts,Pastries,Mochi","253","4","2","5","0.393590513392858"
"Sardines à l'ancienne","","176","0","29","8.8",""
"Pate a tartine","","494","49","6.4","37","2.8"
"Crisp golden brown fruits biscuits","","464","69","5.7","18","2.9"
"Fusion bars","","190","18","2","12","0"
"Mini baguette","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Specific products,Cereals and their products,Products for specific diets,Breads,Products without gluten,Gluten-free breads,Baguettes,Mini baguettes,Gluten-free baguettes,Gluten-free mini baguettes","248","46","4.40000009536743","3.70000004768372","7"
"Confiture extra abricot bio","Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Apricot jams","171","42","0","0","1.3"
"Confiture Extra De Fraise Bio","Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Strawberry jams","166","41","0","0","1"
"Birnen halbe frucht","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods","67","16","0.6","0","1.7"
"Émincés de dinde marinés cuits saveur kebab","Meats and their products,Meat preparations,Meats,Poultries,Turkey and its products,Turkeys","160","0.9","23","7",""
"Knorr curry sauce","","200","6.4","1.1","19","0.5"
"Zumosol","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars","43","9.4","0.6","0.1",""
"Pago smoothie","Plant-based foods and beverages,Beverages,Plant-based beverages,Smoothies","56","13","0","0","0"
"Pago smoothie cerise cassis et rose","Plant-based foods and beverages,Beverages,Plant-based beverages,Smoothies","60","14","0","0",""
"Cannelloni saumon et citron","","144","14","8.2","6","0"
"Bonbon au pain d’epices","Snacks,Sweet snacks,Confectioneries,Candies","529","60","6.1","29","1.9"
"Toast krokant","","16","68","10","14",""
"Pindakaas","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters","625","13","22.2","52.2","7.7"
"Pindakaas met stukjes pinda","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters","625","13","22.2","52.2","7.7"
"Honey crunsh","","619","17.8","20.9","50.1","6.9"
"Pinda kaas","","625","13","22.2","52.2","7.7"
"Wafers","","498","71.1","3.7","22","0.6"
"Nusco","","557","57.7","3.2","34.8",""
"Just gum","","175","71","0.5","0.5",""
"Ecuador 71%","Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","569","38","8.6","40",""
"Belgian chocolat vietnam","","412","35","9.4","26",""
"Boulette de soj1 tomate","","142","8.1","15","4.1","6.2"
